Kalimat;Kelompok
Datan adalah orang yang satu, yang pertama, Asmara-nala dulu, arti hati.;pernyataan
Baik cinta berdua, Mendesah, cinta segitiga, berada dalam suasana panas.;pernyataan
Keempat, Asmara-nada, satu dari lima, Asmaratantra, di hati hatinya.;pernyataan
Nem akhirnya jatuh cinta pada kebenaran, berlari cinta sesaat, dan wilayanti, pati pangadaran pati.;pernyataan
Agal remit dan keajaiban sihir, karya banyak, dan permainan, Mas Cebolang adalah pita lebar.;pernyataan
Cahaya terang yang mulia ditutupi, seluruhnya, dan itu ada pada wahyu.;pernyataan
Tempat di mana Anda tinggal, desa Anda, desa Anda, air, air, air, dan air.;pernyataan
Tidak ada perubahan dalam hal pernikahan, istri dipulangkan, pernikahan.;pernyataan
Ada ruang catur, pendeta, dengan karung saya, dan kereta perang.;pernyataan
Saya minta maaf untuk mengatakan bahwa tidak apa-apa, sudah lama sejak Tidhar telah banyak terbangun.;pernyataan
Dia sangat senang berada di sini, terima kasih banyak, sahabatku, sisa asrama.;pernyataan
Sesuaikan ramanta bernyanyi maha yogi, myang prameswara, berbagai panggalih olahraga, Mas Cebolang tidak mendengar.;pernyataan
Tyas menyarankan agar dikatakan kepada aris, saudara laki-lakimu, ayahmu dan ibumu, ketika kamu berkuasa.;pernyataan
Ketika angin bertiup, mereka menutup mata mereka dan menutup mata mereka.;pernyataan
Saya bersyukur kepada yang malang, tak terucap, dan sebagainya, Nurwitri tersenyum.;pernyataan
Apa yang salah dengan agenda, apakah atau tidak, meninggalkan jinemrik, dunia sedang dalam ayunan penuh.;pernyataan
Lewati jalan, dapatkan di jalan, dengan pesona warna-warni, meskipun ada keajaiban.;pernyataan
Untuk keluar dari Sumur Nahrakati yang enak, pelipur lara, sweet lindri lungit manis, santri tri ketawa Latah.;pernyataan
Dan jika ada yang diperdebatkan, biarkan diketahui oleh pencuri, karena itu adalah kinthila.;pernyataan
Ada berbagai cara untuk pergi, tetapi yang Anda pakai adalah kaki, tetapi Anda bisa.;pernyataan
Tolong, saya ingin limun.;perintah
Saya sakit.;pernyataan
Tolong, saya ingin susu.;perintah
Berapa ons parfum saya bisa bebas bea?;pertanyaan
Lengan ini terlalu panjang bagi saya.;pernyataan
Tolong, dapatkah rambut saya dipotong, dikeriting dan dirapikan?;pertanyaan
Anda tidak harus menggantinya, tapi mobil ini untuk manusia gua.;pernyataan
Hanya pariwisata.;pernyataan
Operator.;pernyataan
Kalau begitu, lift ada di sana.;pernyataan
Tidak apa-apa, silakan tanda tangan.;pernyataan
Saya pikir kita berada di stasiun yang salah.;pernyataan
Kapan Anda dapat mengunjungi saya?;pertanyaan
Tetap tenang.;pernyataan
Saya mengerti. Apakah saya bisa mendapatkan tanggal kadaluwarsa dan nomor kartu kredit Anda untuk menjaga reservasi Anda?;pertanyaan
Selamat malam. Saya punya reservasi. Nama saya Tanaka.;pernyataan
Bisakah Anda menekan tombol stop untuk saya?;pertanyaan
Saya sembilan puluh sembilan kaki sembilan puluh sembilan inci, sembilan puluh sembilan pound.;pernyataan
Orang-orang di sebelah terlalu berisik.;pernyataan
Saya membeli celana ini kemarin, tetapi mereka tidak cocok untuk saya.;pernyataan
Apakah ini akan menyusut?;pertanyaan
Bisakah Anda memberitahu saya waktu saat ini?;pertanyaan
saya meninggalkan notebook saya di sana tadi malam.;pernyataan
Apakah Anda masih punya kursi untuk pertunjukan malam ini?;pertanyaan
Apakah Anda ingat nomor mobil?;pertanyaan
Berapa harga untuk gaun ini?;pertanyaan
Saya tidak mengerti bahasa Jerman sama sekali.;pernyataan
Saya menelepon manajer.;pernyataan
Saya ingin meminta nasihat kepada anda.;pernyataan
Oh, maafkan saya. Saya akan membawa pesanan Anda sesegera mungkin.;pernyataan
Tentu saja Pak.;pernyataan
Ini adalah bebas alkohol, sehingga Anda dapat tenang karena ada sedikit iritasi.;pernyataan
Ini tujuh atau delapan menit berjalan kaki tergantung pada seberapa cepat Anda berjalan.;pernyataan
Ya, pak. Apakah Anda ingin mencobanya?;pertanyaan
Permisi. Bisakah Anda memberitahu saya di mana halte bus?;pertanyaan
Kapan penerbangan berikutnya akan pergi?;pertanyaan
Saya ingin yang besar.;pernyataan
Saya tidur melalui enam puluh alarm.;pernyataan
Saya seorang fotografer freelance.;pernyataan
Pastikan Anda menyimpannya di Boston.;pernyataan
Apakah Anda ingin pergi keluar dengan saya malam ini?;pertanyaan
Saya ingin dasi.;pernyataan
Saya akan meminta sopir taksi lain.;pernyataan
Bir, steak dengan kentang goreng, dan chef spesial salad.;pernyataan
Selamat, Henry. Saya senang mendengar pertunangan Anda dengan Jane.;pernyataan
Pergi lurus dan berbelok ke kiri di sana.;pernyataan
Saya ingin sesuatu agar cocok dengan ini.;pernyataan
Dealer dapat menukar dollar untuk tip casino, apakah kita akan pergi?;pertanyaan
Pasti kejutan besar bagi Anda.;pernyataan
Saya ingin melihat beberapa arsitektur tua.;pernyataan
Saya punya satu ribu pound.;pernyataan
Kami sedang merencanakan pesta perpisahan untuk Anda.;pernyataan
Berapa lama waktu yang dibutuhkan untuk berjalan ke sana?;pertanyaan
Bagaimana melelahkan?;pertanyaan
Apa obat yang baik untuk mata saya yang lelah?;pertanyaan
Bisa bicara dengan Pak Jones?;pertanyaan
Kami punya sekitar tiga puluh jenis sabun mandi.;pernyataan
Apakah Saya bisa membayar dalam yen Jepang?;pertanyaan
Nah, itu sulit untuk memutuskan tanpa mengetahui isi film.;pernyataan
Tolong berikan saya permen karet.;perintah
Anda lihat, saya sedang diet.;pernyataan
Ini bukan kupon, ini adalah tanda terima pendaftaran.;pernyataan
Saya akan membuatkan proposal untuk Anda minggu depan.;pernyataan
Panggilan Anda tidak dapat dilakukan saat ini ke negara yang Anda panggil. Silakan coba panggilan Anda beberapa saat lagi.;pernyataan
Kontrak tersebut akan diperbarui setiap tahun.;pernyataan
Permisi, pelayan. Bisakah Anda memberikan tagihan saya?;pertanyaan
Tolong, saya ingin sarapan.;perintah
Dapatkah saya membayar dengan cek perjalanan?;pertanyaan
Dapatkah saya mengambil beberapa asuransi?;pertanyaan
Dapatkah Anda memberitahu saya bagaimana untuk sampai ke restoran itu?;pertanyaan
Ada sekitar tiga puluh dolar dan beberapa kartu kredit.;pernyataan
Tagihan Anda sebesar seratus lima puluh dolar dan empat puluh lima sen.;pernyataan
Dimana kantor lost-and-found?;pertanyaan
Tolong beri saya satu botol wiski.;perintah
Terima kasih. Berapa harga satu pasang sarung tangan ini?;pertanyaan
Bagaimana saya harus meletakkannya?;pertanyaan
Saya ingin membuat salinan.;pernyataan
Bisa memberitahu saya bagaimana untuk sampai ke sana?;pertanyaan
Saya ingin melihat di sekitar kota, tapi saya tidak punya banyak waktu.;pernyataan
Tolong, Dolar AS.;perintah
Guru.;pernyataan
Dimana saklar untuk AC?;pertanyaan
Permisi, tapi di jalan apa sekarang?;pertanyaan
Bisakah Anda mengirimkan surat ini?;pernyataan
Tidak, Anda menuju arah yang berlawanan. Anda harus kembali.;pertanyaan
Apakah Anda dapat memangkas jenggot saya?;pertanyaan
Berapa lama waktu yang dibutuhkan untuk menyelesaikan tur?;pernyataan
Saya seorang pemula dalam menyelam.;pernyataan
Saya ingin beberapa bungkus kado kertas.;pernyataan
Saya punya reservasi untuk malam ini.;pernyataan
Anggur ini manis.;pernyataan
Jika tidak ada corn flakes, saya akan mengambil gandum kembung.;pernyataan
Apa yang ada dalam?;pertanyaan
Saya pikir, Ada kesalahan di cek ini.;pernyataan
Nah, kamar deluxe punya mini-kitchen, sarapan gratis, dan balkon yang menghadap laut. Kamar biasa menghadap jalan, tetapi Anda dapat melihat pegunungan.;pernyataan
Nikmati.;pernyataan
Saya bisa minta handuk mandi?;pertanyaan
Apakah ada buku panduan Jepang?;pertanyaan
Saya harus pergi. Saya akan meneleponmu nanti.;pernyataan
Bisakah Anda membuat reservasi untuk saya untuk melihat musikal?;pertanyaan
Saya ingin beberapa popok sekali pakai.;pernyataan
Bagaimana saya dapat membuat panggilan telepon?;pertanyaan
Ya, Anda disini. Itu tiga puluh dolar masing-masing.;pernyataan
Oh, saya berharap kita tidak punya begitu banyak untuk dibawa.;pernyataan
Apakah Anda punya catatan di mana Anda menggunakannya?;pertanyaan
Ada di rak di sana, di samping majalah berita.;pernyataan
Ada dalam mode musim panas ini.;pernyataan
Saya akan menelepon lagi.;pernyataan
Tiga bulan.;pernyataan
Tolong tunjukkan saya katalog rambut atau sesuatu?;perintah
Sebuah karton rokok dan dua botol sake.;pernyataan
Baiklah, kami punya dokter hotel. Saya akan mengatur agar dia datang ke kamar Anda segera.;pernyataan
Di mana itu difilmkan?;pertanyaan
Kami punya kerang yang sangat baik hari ini.;pernyataan
K seperti pada King, I seperti pada Item, M seperti pada Mike, U seperti pada Uncle, R seperti pada Roger, A seperti pada Able. Ki - Mu - Ra adalah nama terakhir saya.;pernyataan
Saya check out. Kamar enam nol tujuh, Watanabe. ;pernyataan
Ini bukan hanya panas tapi sangat lembab di musim panas.;pernyataan
Tidak, terima kasih.;pernyataan
Sebuah sampo dan style set yang sama, ya.;pernyataan
Dapatkah saya mendapatkan beberapa yoghurt?;pertanyaan
Saya sedang sakit gigi. Bisakah Anda memberikan saya obat untuk itu?;pertanyaan
Saya tidak bisa mendapatkan pendingin udara untuk bekerja.;pernyataan
Darimana ikan kupu-kupu ini berasal?;pertanyaan
Dua dolar dan lima puluh sen.;pernyataan
Apakah Anda dapat menukarnya ke dolar?;pertanyaan
Saya ingin tahu berapa banyak berat yang saya harus kenakan.;pernyataan
Biarkan saya turun di halte berikutnya.;pernyataan
Tolong tunjukkan mantel tahan air?;perintah
Dimana kantor turis?;pertanyaan
Saya ingin sebuah topi.;pernyataan
Bisakah Anda mampir ke pasar saat dalam perjalanan?;pertanyaan
Apa yang akan saya lakukan jika saya tidak mengerti pertanyaan-pertanyaannya?;pertanyaan
Saya ingin beberapa kaus kaki.;pernyataan
Saya ingin kamera otomatis.;pernyataan
Tolong bawa saya kesana.;perintah
Jam berapa keberangkatan kita?;pertanyaan
Apakah seharusnya pintu terbuka atau tertutup?;pertanyaan
Jalan yang mana menuju passport control?;pertanyaan
Berapa banyak dolar yang Anda inginkan?;pertanyaan
Kita sangat beruntung. Mereka punya satu dengan ukuran empat di toko Ala Moana.;pernyataan
Tolong beritahu saya jalan ke Hilton Hotel.;perintah
Apakah Anda dapat hadir untuk makan malam Jumat malam ini?;pertanyaan
Apakah Anda punya peta rute kereta bawah tanah?;pertanyaan
Bisa Saya minta brosur untuk tur scuba diving?;pertanyaan
Saya memainkan pukulan golf yang buruk.;pernyataan
Jam berapa sarapan?;pertanyaan
Apakah ada limusin?;pertanyaan
Apakah Anda tahu jika restoran itu membutuhkan reservasi?;pertanyaan
Saya ingin memesan penerbangan untuk kembali.;pernyataan
Apakah Anda bisa merekomendasikan sebuah restoran Perancis yang baik?;pertanyaan
Minum?;pertanyaan
Apakah ada tukang cukur di hotel?;pertanyaan
stopper untuk bak mandi rusak.;pernyataan
Tolong bungkus hadiah ini.;perintah
Saya senang bertemu dengan Anda.;pernyataan
Tunai atau kartu kredit?;pertanyaan
Ada yang salah dengan baterainya.;pernyataan
Saya punya pertanyaan untuk Anda.;pernyataan
Lima dua puluhan, tujuh sepuluhan, empat limaan, dan beberapa koin, ya.;pernyataan
Oke, saya akan mengambilnya.;pernyataan
Saya lihat. Saya akan mencobanya. Terima kasih atas bantuan Anda.;pernyataan
Tolng buat ruangan sedikit lebih hangat.;perintah
Kamar saya belum siap.;pernyataan
Bisakah saya dibangunkan pukul lima tiga puluh besok pagi?;pertanyaan
Saya pikir itu hilang selamanya. Nah, terima kasih lagi. Bye.;pernyataan
Saya lebih suka ruang yang tenang.;pernyataan
Apakah tidak apa-apa jika kita hanya makan makanan pembuka?;pertanyaan
Saya ingin beberapa penghilang cat kuku.;pernyataan
Silakan pergi lurus ke depan.;perintah
Bisakah Anda membantu saya menemukan bagasi saya?;pertanyaan
Apakah kita bayar di sini di meja atau ke kasir?;pertanyaan
Jadi saya kira berikutnya di sana, itulah World Trade Center, kan?;pertanyaan
Dimana toko model plastik?;pertanyaan
Saya tidak bisa memberitahu Anda.;pernyataan
Bisakah Anda menyarankan obat untuk sakit perut?;pertanyaan
Saya terlalu banyak memperhatikan tanda-tanda jalan.;pernyataan
Dimana platfom nomor lima?;pertanyaan
Apakah Anda memperhitungkan kemungkinan itu, Mr Keenan, dan laporankan temuan Anda kepada Mr Nakayama secepat mungkin?;pertanyaan
Dimana saya dapat membeli beberapa tiket lift?;pertanyaan
NO, terima kasih.;pernyataan
Saya pikir ada kesalahan dalam tagihan ini. ada tagihan room service. Tapi saya tidak punya.;pernyataan
Saya ingin terbang sesegera mungkin.;pernyataan
Apakah jauh ke Hilton Hotel?;pertanyaan
Saya ingin sebuah baterai.;pernyataan
Apakah Anda tahu restoran yang bagus di mana kita bisa makan makanan enak dengan harga yang wajar?;pertanyaan
Apakah Anda mau menyimpan bagasi ini?;pertanyaan
Saya ingin lipstik.;pernyataan
Bisakah Anda memberi saya nomor penerbangan?;pertanyaan
Dapatkah saya menggunakan flash di sini?;pertanyaan
Saya harus berada di sana jam lima.;pernyataan
Saya pikir dia akan kembali jam enam.;pernyataan
Ini tiga puluh lima dolar.;pernyataan
Dapatkah saya mengubah penerbangan PAA lima nol lima ke penerbangan lima satu lima?;pertanyaan
Apakah ada live band atau DJ?  ;pertanyaan
Saya bisa menyewa peralatan menyelam?;pertanyaan
Coke sudah keluar, tapi saya tidak mendapatkan kembalian apapun.;pernyataan
Saya bisa memberikan Anda diskon tiga persen.;pernyataan
Mobil ini sudah rusak sebelum saya menyewanya.;pernyataan
Baik. Aku ingin memakainya untuk resepsi pernikahan pada hari Sabtu.;pernyataan
Saya ingin memesan kamar untuk empat malam dari tanggal dua puluh dua Desember.;pernyataan
Selamat. Bagaimana Anda mengatur untuk menyelesaikannya tepat waktu?;pertanyaan
Tidak, kami ingin tagihan terpisah. Ayo bayar sendiri-sendiri.;pernyataan
Saya ingin pemandu berbahasa Jepang.;pernyataan
Saya ingin membuat reservasi untuk kelas pertama.;pernyataan
Dapatkah Anda memberikan saya tagihannya?;pertanyaan
Maafkan aku. Saya orang asing di sini. Tunggu sebentar ya.;pernyataan
Dapatkah saya membawa tas ini dengan saya?;pertanyaan
Saya punya sedikit uang.;pernyataan
Dapatkah saya naik bus yang masuk ke Hilton Hotel?;pertanyaan
Sebuah mobil kompak.;pernyataan
Apakah ada tur ke Tirol dalam tiga atau empat hari?;pertanyaan
Saya merasa lebih baik sekarang.;pernyataan
Apakah tas ini cocok untuk segala cuaca?;pertanyaan
Saya ingin donat.;pernyataan
Saya suka film aksi dan menegangkan.;pernyataan
Maafkan saya, tapi kami akan terlambat tiga puluh menit.;pernyataan
Bisakah Anda mengubah catatan ini menjadi koin?;pertanyaan
Kamar Anda, Pak.;pernyataan
Saya ingin menyewa sebuah mobil selama dua hari.;pernyataan
Toilet ini tidak berhenti berjalan.;pernyataan
Tolong hentikan semua transaksi pada kartu ini.;perintah
Apakah saya mendapatkan diskon ketika saya tinggal di hotel Anda selama satu bulan?;pertanyaan
Apakah Anda di sini untuk bisnis atau penelitian?;pertanyaan
Apakah Anda selesai dengan makan malam Anda?;pertanyaan
Saya ketinggalan penerbangan dua puluh ke San Francisco.;pernyataan
Kualitas yang satu ini lebih baik.;pernyataan
Dapatkah saya membeli tiket di sini?;pertanyaan
Tentu saja, Sir. Putih atau berwarna?;pertanyaan
Pada yang Anda suka untuk makan malam, daging sapi atau ayam?;pertanyaan
Tolong sebotol anggur.;perintah
Saya bertaruh dua pound.;pernyataan
Apakah Anda punya tur dengan kunjungan ke Jembatan Golden gate?;pertanyaan
Jangan pergi sampai Anda selesaikan ini.;perintah
Saya terlambat ke penerbangan selanjutnya.;pernyataan
Berapa harga sampai ke bandara?;pertanyaan
Itu bagus. Kapan?;pertanyaan
Dapatkah saya mengirim surat ini pada rate yang dikurangi?;pertanyaan
Apakah Anda ingin pergi mendapatkan udara segar?;pertanyaan
Baiklah, Bu. Kapan Anda ingin menetap?;pertanyaan
Kapan bus berikutnya?;pertanyaan
Dari mana saya bisa mendapatkan bus untuk pergi ke museum?;pertanyaan
Siapakah penulis drama ini?;pertanyaan
Bisakah saya mendapatkan tagihannya?;pertanyaan
Safety box.;pernyataan
Yah, saya sedikit senang dan sedikit gugup.;pernyataan
Saya akan tinggal di sini hanya sebulan.;pernyataan
Kapan tur dimulai?;pertanyaan
Jam berapa pertunjukan dimulai?;pertanyaan
Saya dari Rusia.;pernyataan
Mobil saya mogok di jalan bebas hambatan.;pernyataan
Saya sangat minta maaf. Pasti ada beberapa kesalahan. ;pernyataan
Saya menyesal mendengarnya, apakah Anda mengalami demam?;pertanyaan
Apakah Anda punya menu tetap?;pertanyaan
Apakah Anda punya sesuatu yang sedikit lebih besar?;pertanyaan
Di mana saya bisa mendapatkan bus ke Museum Metropolitan?;pertanyaan
Kapan toko kopi ini terbuka?;pertanyaan
Saya benar-benar senang berada bersama Anda.;pernyataan
Dimana perpustakaan terdekat?;pertanyaan
Saya memesan penerbangan satu nol dua menuju New York besok.;pernyataan
Apakah Anda punya kamar kosong malam ini?;pertanyaan
Apakah Anda dapat mengkaskan ini cek perjalanan seratus dolar ini?;pertanyaan
Apakah Anda punya kamar yang lebih murah?;pertanyaan
Beri saya nomor telepon ketika terjadi kecelakaan.;perintah
Pesawat kami akhirnya tiba di Honolulu.;pernyataan
Beri saya obat untuk mabuk udara.;perintah
Saya ingin mendapatkan bagasi saya kembali.;pernyataan
Saya ingin pergi ke sebuah konser rock.;pernyataan
Ini baik-baik saja.;pernyataan
Halo, tolong beri saya reservasi meja.;perintah
Anda dapat naik satu di seberang jalan. Ambil bus nomor lima lima lima.;pernyataan
Saya ingin gaya ini.;pernyataan
Tunggu sebentar. Ini dia.;pernyataan
Apakah Anda meberitahukan saya kapan saya berhenti?;pertanyaan
Saya dalam batas kecepatan.;pernyataan
Saya lebih suka tidak dirawat di rumah sakit, jika memungkinkan.;pernyataan
Ada kecelakaan buruk.;pernyataan
Berapa umur anak Anda?;pertanyaan
Ini nomor penerbangan tujuh nol tiga sampai Tokyo pada empat September, Jumat.;pernyataan
Di mana saya harus menempatkan barang-barang saya?;pertanyaan
Saya penderita diabetes.;pernyataan
Dengan harga semacam itu, saya pikir saya akan melihat beberapa toko lainnya.;pernyataan
Harap matikan semua perangkat elektronik.;pernyataan
Apa saja bahan-bahannya?;pertanyaan
Berapa banyak yang uang tunai yang Anda ingin?;pertanyaan
Ini tidak perlu setelah sakit berhenti.;pernyataan
Mengapa Anda bangun pagi-pagi setiap pagi?;pertanyaan
Saya mencari pasta.;pernyataan
Berapa banyak penonton yang ditampung stadion ini?;pertanyaan
Ya, itu benar.;pernyataan
Ikatan saya longgar.;pernyataan
Kami ingin bermain tenis saat ini.;pernyataan
Bisakah Anda ikut saya?;pertanyaan
Maaf, saya tidak tahu bagian kota ini.;pernyataan
Saya akan meneleponnya lagi sekitar pukul empat sore.;pernyataan
Pada pagi hari kesebelas Januari, kecelakaan itu terjadi.;pernyataan
Apa nama jalan ini?;pertanyaan
Akan Selasa depan sesuai dengan Anda?;pertanyaan
Bagaimana dengan besok?;pertanyaan
Maaf, saya terlambat.;pernyataan
Apa jenis restoran yang Anda cari? Apakah Anda hanya ingin makan malam, atau Anda mencari restoran dengan bar?;pertanyaan
Bolehkah saya melihat jaket yang di jendela?;pertanyaan
Apakah ada kantor polisi di sini?;pertanyaan
Harapan hidup di Jepang adalah terpanjang di dunia.;pernyataan
Ya, silahkan saja. Saya harap Anda akan menyukainya.;pernyataan
Anak saya masuk taman kanak-kanak.;pernyataan
Dua kentang goreng, satu cola. harganya Dua dolar.;pernyataan
Kamar untuk satu orang silahkan.;pernyataan
Ada kotak pengaman di setiap kamar tapi kita bisa menyimpannya, juga.;pernyataan
Dimana lereng snowboard?;pertanyaan
Saya ingin Anda melihat seorang spesialis.;pernyataan
Bawah palka.;pernyataan
Kami berharap dapat melihat Anda lagi.;pernyataan
Maukah Anda memberitahu saya beberapa hotel murah dan bersih?;pertanyaan
Saya ingin menukarkan uang.;pernyataan
Saya bisa minta review untuk buku ini?;pertanyaan
Kapan Wimbledon?;pertanyaan
Boleh saya ambil satu?;pertanyaan
Apakah Anda bisa merekomendasikan restoran Perancis yang bagus di sekitar sini?;pertanyaan
Ini kartu konfirmasi saya.;pernyataan
Itu akan baik-baik saja.;pernyataan
Jadi, itu dua ribu lima ratus dolar per bulan. Kami meyakinkan Anda bahwa kami akan membayar Anda tiga ribu dolar per bulan. ;pernyataan
Kita bisa memesan kamar yang nyaman untuk Anda di kastil tua di dekat klub golf terkenal.;pernyataan
Saya harap Anda akan memiliki pernikahan yang bahagia.;pernyataan
Apakah Anda punya Ballantine berusia sepuluh tahun?;pertanyaan
Dapatkah saya membuat reservasi di sini?;pertanyaan
Saya ingin mengirimkan Anda foto nanti.;pernyataan
Apakah ini anti menyusut?;pertanyaan
Apakah kebun raya terbuka hari ini?;pertanyaan
Kita mungkin bisa, tapi saya takut itu akan memakan waktu beberapa bulan.;pernyataan
Saya merekomendasikan hal ini karena terbuat dari seratus persen bahan alami.;pernyataan
Saya ingin menyewa mobil.;pernyataan
Bisakah Anda memberikan piring?;pertanyaan
Dimana stasiun terdekat?;pertanyaan
Bawa kami ke Chicago Hotel.;perintah
Silahkan hubungi taksi.;perintah
Permisi. Saya kehilangan kamera saya sore ini di kamar mandi. ;pernyataan
Penerbangan tertunda selama sembilan puluh sembilan jam karena cuaca buruk.;pernyataan
Darurat.;pernyataan
Saya ingin beberapa alat pancing.;pernyataan
Saya ingin sesuatu dalam gaya Chanel yang diulang.;pernyataan
dimana rak untuk pembalut?;pertanyaan
Saya tidak akan pergi jalan-jalan hari ini.;pernyataan
Tolong tunjukkan paspor dan formulir bea cukai anda?;perintah
Saya ingin dasi yang bagus.;pernyataan
Boleh saya meminjam pakaian renang dan handuk?;pertanyaan
Saya ingin mendaftar untuk tur Niagara Falls.;pernyataan
spesial menu kami hari ini udang Scampi dengan nasi Pilaf.;pernyataan
Halo? Apakah ini Mr Clark?;pertanyaan
Apakah yang ingin Anda minum?;pertanyaan
Tolong beri saya formulir telegram.;perintah
Apakah Anda punya obat apapun?;pertanyaan
Saya pikir Anda menelpon nomor yang salah.;pernyataan
Ini dua puluh lima setelah lima.;pernyataan
Saya ingin gaun merah.;pernyataan
Saya mau seperempat ons parfum Chanel No 19.;pernyataan
Saya ingin menyewa mobil selama seminggu.;pernyataan
Berapa menit yang dibutuhkan untuk sampai ke stasiun dengan taksi?;pertanyaan
Mari kita bicarakan.;perintah
Saya rasa begitu.;pernyataan
Pajak sepuluh persen akan dikenakan.;pernyataan
Tag nama saya ada di sana.;pernyataan
Apakah kereta berhenti di Brighton?;pertanyaan
Selamat sore.;pernyataan
Susie memenangkan hadiah pertama dalam kontes pidato.;pernyataan
Saya reservasi melalui agen perjalanan.;pernyataan
Tolong buat reservasi untuk tur kota B besok siang.;perintah
Ini adalah tambahan terbaru untuk line packing. Kami pack sekitar enam ratus kasus setiap hari.;pernyataan
Saya ingin pergi.;pernyataan
Saya ingin besi.;pernyataan
Dapatkah Anda memberitahu saya di mana saya bisa mendapatkan taksi?;pertanyaan
Saya tidak punya waktu.;pernyataan
Oh tidak. Dia mengatakan sesuatu kepada saya, apa yang harus saya lakukan?;pertanyaan
Ya, mereka.;pernyataan
By the way, kapan acara dimulai?;pertanyaan
Tolong bawakan sarapan ke kamar saya.;perintah
Dua tiket kelas dua.;pernyataan
Ini ketat.;pernyataan
Bisakah pinggul Anda diambil di hari Senin?;pertanyaan
Saya akan mengambil lima untuk ini.;pernyataan
Silakan kirim mobil ini ke Hotel pukul delapan pagi besok.;perintah
Saya punya dua botol sake Jepang. Mereka adalah hadiah untuk teman-teman.;pernyataan
Kami ingin duduk di dekat jalan.;pernyataan
Apakah ada pelayaran yang termasuk makan siang atau makan malam?;pertanyaan
Saya ingin garam.;pernyataan
Saya ingin mengirim faks.;pernyataan
Apakah Anda punya warna yang lebih terang?;pertanyaan
Di sini terlalu mencolok.;pernyataan
Ini tujuh tiga puluh.;pernyataan
Yah, tidak. Saya akan meneleponnya lagi dalam dua puluh menit. Terima kasih.;pernyataan
Saya tidak punya uang lagi.;pernyataan
Apa Yang Anda inginkan untuk makan malam, daging sapi atau ikan?;pertanyaan
Master Card oke?;pertanyaan
Ini adalah kursi saya.;pernyataan
apakah ada yang kosong malam ini?;pertanyaan
Saya ingin setrika untuk perjalanan.;pernyataan
Sepasang sepatu sembilan inci.;pernyataan
Bisakah saya menawarkan sesuatu?;pertanyaan
Ukuran ini.;pernyataan
Saya tidak menyukainya.;pernyataan
Tuliskan di mana kami dapat menghubungi Anda di sini sehingga saya dapat memberitahu Anda ketika ditemukan.;perintah
Adalah program raksasa ini susah?;pertanyaan
Berapa lama waktu yang dibutuhkan ke Jepang?;pertanyaan
Dimana kursus balap?;pertanyaan
Ini lima dolar, dan minuman adalah ekstra.;pernyataan
Hari saya? Saya takut untuk bertanya, tapi apa maksudmu?;pertanyaan
Dia lega mendengar kabar baik.;pernyataan
Berapa banyak untuk dua orang?;pertanyaan
Tiba-tiba saya punya keluhan di perut.;pernyataan
Apa tujuan perjalanan Anda?;pertanyaan
Berapa biaya panduan untuk satu hari?;pertanyaan
Nama saya adalah Hiroshi Mori.;pernyataan
Saya ingin beberapa yoghurt.;pernyataan
Ya. Apakah ini counter tepat untuk penerbangan United Airlines delapan dua nol?;pertanyaan
Park Side Hotel.;pernyataan
Apakah kita harus memakai jas dan dasi?;pertanyaan
Selamat pagi, Pak.;pernyataan
bus yang mana pergi ke Guild Hall?;pertanyaan
Saya ingin satu untuk menaruh dokumen berukuran letter tanpa harus lipat mereka.;pernyataan
Silahkan datang ke sini. Biarkan saya membantu Anda dengan bagasi Anda.;pernyataan
Bisakah Anda membuka tas Anda?;pertanyaan
Ini adalah tas merah kecil. Saya ingin melaporkannya.;pernyataan
Oh, sayang sekali. Haruskah saya memanggil dokter?;pertanyaan
Ini di rak kedua pada barisan tengah.;pernyataan
Dimana bar?;pertanyaan
Saya ingin check-in.;pernyataan
Silakan check-in setelah sembilan lewat sembilan pagi.;pernyataan
Kursi kami dipisahkan.;pernyataan
Tentu. Kemana Anda ingin pergi?;pertanyaan
Saya ingin menggunakan kartu kredit saya untuk membuat panggilan ke Jepang.;pernyataan
Skor terbaik saya adalah sembilan puluh delapan.;pernyataan
Dimana depot bus untuk bus jarak jauh?;pertanyaan
"Ya, itu akan terjadi. Tak perlu berkata apa-apa, Anda dapat naik taksi jika Anda sedang terburu-buru. Ini benar-benar terserah pada Anda. Anda akan menemukan tanda "" VACANCY "" yang menunjukkan bahwa taksi tersedia, dan Anda ' Anda akan melihat sebuah tanda ""ENGAGED"" jika taksi tidak tersedia.";pernyataan
Ya, tapi tidak terlalu kuat.;pernyataan
Saya alergi terhadap kucing.;pernyataan
Saya ingin catatan.;pernyataan
Ya, Anda harus punya SIM dan, eh, Anda harus punya lisensi yang dikeluarkan oleh Komisi Taksi dan Limousine.;pernyataan
Saya akan menginap di Hilton Hotel.;pernyataan
Memiliki waktu yang baik.;pernyataan
Maaf, semua kursi penuh pada tanggal tiga puluh Agustus.;pernyataan
Dapatkah saya melihat sesuatu yang lebih murah?;pertanyaan
Bisakah Anda memanggil taksi untuk saya?;pertanyaan
WWW singkatan dari World Wide Web.;pernyataan
Apakah saya harus kembali ke Jepang segera?;pertanyaan
Biaya kamar lebih mahal daripada apa yang diberitahu kepada saya.;pernyataan
Tolong ubah kamar, atau saya tidak akan tinggal.;perintah
Bolehkah saya melihat menu lagi?;pertanyaan
Ada gantungan kunci kucing dengan pita di sini.;pernyataan
